"state","pincode","year","quarter","rank","count","amount"
"chandigarh","160101","2022","3",NULL,"197","224851"
"odisha","751006","2022","2",NULL,"170","224740"
"odisha","751031","2023","2",NULL,"199","224681"
"jammu-&-kashmir","181221","2024","3",NULL,"131","224634"
"goa","403521","2023","4",NULL,"154","224624"
"tripura","799014","2024","3",NULL,"170","224512"
"ladakh","194104","2024","4",NULL,"80","224345"
"punjab","140603","2021","4",NULL,"194","223898"
"haryana","124001","2021","2",NULL,"234","223885"
"assam","781011","2022","1",NULL,"152","223616"
"maharashtra","411014","2021","1",NULL,"426","223350"
"bihar","800026","2022","1",NULL,"188","223104"
"odisha","751003","2022","3",NULL,"177","223100"
"puducherry","605009","2024","1",NULL,"147","223041"
"west-bengal","700039","2021","4",NULL,"240","222767"
"puducherry","605008","2023","3",NULL,"191","222480"
"andaman-&-nicobar-islands","744105","2024","3",NULL,"151","221959"
"goa","403516","2022","4",NULL,"141","221272"
"gujarat","382345","2021","4",NULL,"200","220890"
"goa","403722","2023","1",NULL,"204","220875"
"goa","403722","2023","4",NULL,"175","220652"
"bihar","811213","2022","2",NULL,"499","220452"
"nagaland","797112","2024","2",NULL,"140","220161"
"rajasthan","302015","2021","4",NULL,"230","220139"
"punjab","151001","2022","2",NULL,"190","220126"
"maharashtra","411046","2020","4",NULL,"298","219978"
"odisha","754010","2022","4",NULL,"250","219939"
"west-bengal","700015","2022","2",NULL,"244","219876"
"punjab","141003","2022","3",NULL,"168","219833"
"chhattisgarh","491441","2022","3",NULL,"155","219532"
"puducherry","605008","2022","4",NULL,"205","219244"
"andhra-pradesh","516001","2021","3",NULL,"281","218927"
"haryana","121001","2021","1",NULL,"358","218872"
"odisha","756001","2022","3",NULL,"176","218446"
"arunachal-pradesh","791102","2024","4",NULL,"80","218443"
"goa","403602","2024","3",NULL,"128","218402"
"andaman-&-nicobar-islands","744105","2022","1",NULL,"137","218321"
"bihar","812001","2021","3",NULL,"205","218249"
"jammu-&-kashmir","181201","2023","4",NULL,"113","217790"
"dadra-&-nagar-haveli-&-daman-&-diu","396215","2024","1",NULL,"137","217688"
"himachal-pradesh","174303","2024","4",NULL,"118","217622"
"uttarakhand","246149","2022","2",NULL,"125","217512"
"kerala","682507","2022","2",NULL,"154","217414"
"madhya-pradesh","452010","2021","2",NULL,"318","217261"
"himachal-pradesh","174101","2022","2",NULL,"137","217224"
"puducherry","605004","2023","3",NULL,"179","217009"
"assam","781001","2022","3",NULL,"198","216933"
"odisha","751021","2022","2",NULL,"142","216754"
"jammu-&-kashmir","190001","2023","3",NULL,"107","216652"
"maharashtra","422009","2021","1",NULL,"371","216352"
"odisha","760001","2022","3",NULL,"171","216233"
"dadra-&-nagar-haveli-&-daman-&-diu","396215","2024","3",NULL,"142","216196"
"himachal-pradesh","173025","2022","3",NULL,"147","216148"
"west-bengal","711101","2021","3",NULL,"384","215425"
"chandigarh","160047","2022","3",NULL,"147","215373"
"odisha","751003","2022","2",NULL,"144","215289"
"odisha","751019","2022","2",NULL,"189","214952"
"haryana","122004","2021","3",NULL,"277","214822"
"uttarakhand","248007","2021","4",NULL,"145","214693"
"bihar","844101","2021","4",NULL,"241","214665"
"puducherry","605004","2023","1",NULL,"181","214505"
"uttarakhand","249403","2022","2",NULL,"142","214494"
"himachal-pradesh","173205","2021","4",NULL,"222","214385"
"gujarat","394210","2021","3",NULL,"316","214199"
"rajasthan","302001","2021","4",NULL,"264","214127"
"rajasthan","332001","2021","2",NULL,"280","214117"
"telangana","500039","2021","3",NULL,"346","213873"
"chandigarh","160036","2023","1",NULL,"132","213719"
"chandigarh","160022","2024","1",NULL,"104","213708"
"andaman-&-nicobar-islands","744101","2023","3",NULL,"143","213581"
"telangana","506002","2021","1",NULL,"397","213380"
"bihar","846004","2022","2",NULL,"250","213376"
"assam","781012","2022","3",NULL,"147","213250"
"west-bengal","700059","2021","4",NULL,"177","213012"
"chandigarh","160014","2024","4",NULL,"136","212622"
"andaman-&-nicobar-islands","744105","2023","3",NULL,"147","212575"
"jammu-&-kashmir","180020","2023","1",NULL,"115","212550"
"dadra-&-nagar-haveli-&-daman-&-diu","396235","2024","2",NULL,"172","212446"
"chandigarh","160022","2024","4",NULL,"125","212298"
"tamil-nadu","635109","2021","3",NULL,"217","212254"
"bihar","823001","2021","4",NULL,"233","211852"
"delhi","110094","2020","4",NULL,"265","211817"
"jharkhand","832108","2022","1",NULL,"151","211761"
"andaman-&-nicobar-islands","744101","2021","4",NULL,"159","211326"
"uttar-pradesh","202001","2021","3",NULL,"340","211287"
"uttarakhand","244715","2022","4",NULL,"182","211192"
"kerala","682025","2022","2",NULL,"188","211150"
"bihar","812001","2021","4",NULL,"223","211107"
"himachal-pradesh","176061","2024","1",NULL,"114","211009"
"uttarakhand","248008","2022","2",NULL,"137","210878"
"arunachal-pradesh","791111","2023","2",NULL,"61","210621"
"arunachal-pradesh","791111","2022","2",NULL,"95","210496"
"mizoram","796014","2021","1",NULL,"318","210495"
"telangana","502032","2021","1",NULL,"330","210415"
"chhattisgarh","491001","2022","1",NULL,"129","210067"
"goa","403722","2023","3",NULL,"167","209962"
"himachal-pradesh","176061","2024","3",NULL,"108","209835"
"maharashtra","431003","2020","3",NULL,"926","209817"
"goa","403802","2023","3",NULL,"199","209792"
"himachal-pradesh","175131","2024","2",NULL,"85","209709"
"assam","781032","2021","4",NULL,"166","209584"
"west-bengal","700156","2021","4",NULL,"201","209481"
"jharkhand","830003","2021","4",NULL,"123","209193"
"odisha","758001","2023","1",NULL,"173","209182"
"puducherry","605011","2024","3",NULL,"143","209036"
"goa","403707","2024","3",NULL,"126","209003"
"assam","781032","2022","2",NULL,"167","208988"
"goa","403521","2022","4",NULL,"142","208866"
"chandigarh","160022","2023","4",NULL,"120","208612"
"jammu-&-kashmir","181133","2024","2",NULL,"136","208520"
"gujarat","382481","2021","4",NULL,"179","208446"
"sikkim","737102","2024","4",NULL,"78","208432"
"andhra-pradesh","517501","2021","2",NULL,"374","208258"
"bihar","801503","2021","3",NULL,"236","208188"
"chandigarh","160101","2022","2",NULL,"178","208178"
"jammu-&-kashmir","180020","2024","4",NULL,"144","207868"
"goa","403516","2023","2",NULL,"123","207813"
"jammu-&-kashmir","180011","2024","1",NULL,"128","207550"
"tripura","799001","2023","3",NULL,"185","207205"
"goa","403722","2023","2",NULL,"166","206974"
"tripura","799014","2024","4",NULL,"161","206572"
"punjab","144003","2023","3",NULL,"318","206491"
"kerala","695001","2021","4",NULL,"147","206230"
"assam","781022","2021","4",NULL,"162","206024"
"west-bengal","700006","2021","4",NULL,"204","205977"
"jammu-&-kashmir","180003","2024","1",NULL,"134","205936"
"goa","403801","2023","4",NULL,"157","205924"
"jammu-&-kashmir","180001","2024","2",NULL,"115","205787"
"odisha","760001","2023","1",NULL,"190","205377"
"jammu-&-kashmir","180001","2022","4",NULL,"132","205211"
"dadra-&-nagar-haveli-&-daman-&-diu","396215","2023","4",NULL,"117","205211"
"chandigarh","160036","2022","2",NULL,"147","205089"
"jharkhand","834008","2021","4",NULL,"159","204906"
"assam","781028","2022","1",NULL,"167","204680"
"andaman-&-nicobar-islands","744101","2022","1",NULL,"149","204646"
"andhra-pradesh","530016","2021","2",NULL,"323","204624"
"telangana","500055","2021","1",NULL,"354","204602"
"jammu-&-kashmir","184121","2022","4",NULL,"109","204499"
"puducherry","605011","2023","4",NULL,"148","204477"
"jammu-&-kashmir","180012","2024","1",NULL,"124","204256"
"himachal-pradesh","174303","2023","4",NULL,"89","204247"
"puducherry","605004","2022","4",NULL,"184","203802"
"rajasthan","345021","2020","3",NULL,"1003","203794"
"maharashtra","411014","2020","3",NULL,"812","203782"
"haryana","121001","2020","4",NULL,"275","203631"
"arunachal-pradesh","791111","2023","3",NULL,"76","203612"
"andaman-&-nicobar-islands","744102","2024","2",NULL,"133","203605"
"goa","403801","2024","2",NULL,"190","203598"
"tripura","799003","2023","3",NULL,"162","203515"
"uttarakhand","248171","2022","3",NULL,"149","203320"
"puducherry","609602","2024","1",NULL,"112","203015"
"assam","786001","2022","3",NULL,"153","203013"
"tripura","799003","2024","2",NULL,"146","202803"
"puducherry","605004","2022","3",NULL,"151","202621"
"karnataka","560037","2020","3",NULL,"923","202431"
"chhattisgarh","495450","2022","1",NULL,"115","202046"
"chandigarh","160022","2023","2",NULL,"129","201947"
"odisha","751010","2022","3",NULL,"233","201858"
"andhra-pradesh","517507","2020","3",NULL,"776","201732"
"himachal-pradesh","173025","2023","2",NULL,"124","201405"
"uttar-pradesh","201307","2021","1",NULL,"299","201354"
"jharkhand","832110","2022","1",NULL,"156","201309"
"goa","403521","2023","3",NULL,"135","201218"
"andhra-pradesh","530026","2021","3",NULL,"276","201084"
"maharashtra","412105","2020","3",NULL,"762","200935"
"nagaland","797112","2023","1",NULL,"101","200782"
"haryana","121005","2021","2",NULL,"246","200416"
"madhya-pradesh","485001","2022","2",NULL,"155","200394"
"jharkhand","822102","2021","3",NULL,"195","199993"
"jharkhand","827013","2021","4",NULL,"130","199986"
"telangana","505001","2020","3",NULL,"720","199780"
"puducherry","605107","2022","4",NULL,"128","199743"
"chandigarh","160002","2022","3",NULL,"170","199561"
"odisha","768201","2022","3",NULL,"173","199264"
"ladakh","194101","2024","2",NULL,"84","198993"
"puducherry","605007","2024","2",NULL,"141","198971"
"assam","781001","2022","1",NULL,"181","198810"
"madhya-pradesh","485001","2022","1",NULL,"174","198588"
"andaman-&-nicobar-islands","744103","2022","3",NULL,"151","198569"
"uttarakhand","246149","2022","3",NULL,"147","198514"
"haryana","123401","2021","1",NULL,"316","198507"
"himachal-pradesh","176001","2023","4",NULL,"89","198405"
"assam","781017","2022","1",NULL,"145","198245"
"jammu-&-kashmir","190001","2024","1",NULL,"129","197961"
"arunachal-pradesh","791110","2023","3",NULL,"91","197412"
"assam","781028","2022","3",NULL,"155","197269"
"puducherry","605008","2023","1",NULL,"140","197149"
"telangana","500018","2021","1",NULL,"383","197045"
"goa","403722","2022","4",NULL,"185","196731"
"puducherry","605007","2024","1",NULL,"136","196559"
"jammu-&-kashmir","180012","2024","2",NULL,"111","196504"
"uttarakhand","263148","2023","3",NULL,"153","196426"
"maharashtra","411033","2020","3",NULL,"852","196069"
"andhra-pradesh","535003","2020","3",NULL,"968","195870"
"goa","403710","2024","1",NULL,"129","195662"
"puducherry","605008","2022","3",NULL,"140","195554"
"uttar-pradesh","201005","2021","2",NULL,"260","195474"
"kerala","673032","2022","2",NULL,"193","195304"
"jammu-&-kashmir","180003","2023","3",NULL,"104","195293"
"himachal-pradesh","176061","2023","4",NULL,"94","195179"
"goa","403001","2022","3",NULL,"177","195007"
"odisha","751007","2022","2",NULL,"136","194972"
"tripura","799001","2023","2",NULL,"172","194970"
"punjab","151501","2021","4",NULL,"512","194744"
"jammu-&-kashmir","182101","2022","3",NULL,"159","194704"
"chhattisgarh","493221","2022","1",NULL,"116","194690"
"andhra-pradesh","520011","2021","3",NULL,"283","194552"
"meghalaya","794001","2024","2",NULL,"86","194042"
"goa","403501","2024","3",NULL,"141","193739"
"dadra-&-nagar-haveli-&-daman-&-diu","396235","2022","4",NULL,"167","193707"
"delhi","110085","2020","4",NULL,"264","193668"
"goa","403512","2022","2",NULL,"84","193606"
"maharashtra","400072","2020","4",NULL,"317","193552"
"haryana","123401","2020","4",NULL,"252","193284"
"dadra-&-nagar-haveli-&-daman-&-diu","396235","2024","4",NULL,"150","192764"
"maharashtra","410501","2020","4",NULL,"452","192757"
"jammu-&-kashmir","180020","2024","1",NULL,"132","192551"
"jharkhand","834009","2022","1",NULL,"156","192138"
"jammu-&-kashmir","180003","2022","4",NULL,"116","191662"
"haryana","121001","2021","2",NULL,"286","191084"
"uttar-pradesh","201102","2020","4",NULL,"239","191033"
"bihar","800007","2021","4",NULL,"225","190952"
"jharkhand","832107","2022","1",NULL,"144","190932"
"rajasthan","302013","2021","2",NULL,"241","190931"
"andhra-pradesh","517501","2021","3",NULL,"281","190890"
"haryana","121004","2020","4",NULL,"272","190752"
"assam","781011","2022","2",NULL,"129","190583"
"punjab","145001","2021","3",NULL,"99","190421"
"goa","403512","2024","2",NULL,"130","190337"
"meghalaya","793001","2024","3",NULL,"111","190277"
"madhya-pradesh","456006","2022","1",NULL,"180","190207"
"chandigarh","160036","2022","4",NULL,"135","190200"
"ladakh","194101","2024","4",NULL,"98","190063"
"andaman-&-nicobar-islands","744101","2023","2",NULL,"134","189989"
"puducherry","605013","2024","1",NULL,"129","189947"
"goa","403726","2023","1",NULL,"104","189820"
"delhi","110096","2021","1",NULL,"287","189781"
"rajasthan","302006","2021","2",NULL,"201","189761"
"puducherry","605011","2024","1",NULL,"148","189712"
"assam","786003","2022","3",NULL,"139","189690"
"delhi","110041","2020","4",NULL,"232","189517"
"kerala","682020","2021","4",NULL,"128","189239"
"chandigarh","160030","2023","1",NULL,"85","189119"
"karnataka","560043","2020","3",NULL,"842","188522"
"goa","403801","2024","4",NULL,"155","188217"
"chhattisgarh","492013","2022","2",NULL,"130","188075"
"goa","403516","2023","1",NULL,"133","187933"
"maharashtra","411046","2020","3",NULL,"786","187773"
"himachal-pradesh","173025","2022","1",NULL,"105","187513"
"west-bengal","700015","2021","4",NULL,"197","187440"
"nagaland","797112","2023","3",NULL,"101","187390"
"uttarakhand","248121","2022","1",NULL,"116","187159"
"tamil-nadu","641602","2021","3",NULL,"275","186708"
"madhya-pradesh","485001","2021","4",NULL,"172","186619"
"bihar","800002","2021","3",NULL,"210","186550"
"madhya-pradesh","452003","2021","2",NULL,"212","186530"
"tamil-nadu","635109","2021","2",NULL,"150","186299"
"puducherry","605013","2024","2",NULL,"113","185236"
"chandigarh","160022","2023","3",NULL,"140","185158"
"andhra-pradesh","520001","2021","3",NULL,"252","185104"
"goa","403802","2022","2",NULL,"168","184975"
"uttarakhand","246149","2022","1",NULL,"121","184847"
"goa","403521","2024","1",NULL,"140","184778"
"puducherry","605007","2023","4",NULL,"137","184571"
"himachal-pradesh","176061","2024","4",NULL,"90","184399"
"puducherry","605008","2022","1",NULL,"125","184389"
"telangana","500055","2020","4",NULL,"256","184308"
"himachal-pradesh","176001","2024","4",NULL,"102","184250"
"jammu-&-kashmir","180020","2023","4",NULL,"109","184216"
"chhattisgarh","495001","2021","2",NULL,"181","184204"
"tripura","799001","2023","1",NULL,"155","183935"
"andhra-pradesh","520007","2021","3",NULL,"234","183730"
"tamil-nadu","600003","2021","3",NULL,"190","183593"
"rajasthan","302012","2021","1",NULL,"359","183588"
"jharkhand","834001","2021","1",NULL,"303","183419"
"karnataka","560079","2020","3",NULL,"904","183362"
"bihar","800001","2020","4",NULL,"283","183251"
"himachal-pradesh","175131","2023","2",NULL,"81","183015"
"jammu-&-kashmir","180005","2023","2",NULL,"118","182866"
"bihar","800020","2020","4",NULL,"263","182521"
"andaman-&-nicobar-islands","744102","2024","1",NULL,"141","182213"
"kerala","682042","2021","4",NULL,"110","182125"
"west-bengal","713102","2021","3",NULL,"315","182115"
"tripura","799003","2024","1",NULL,"167","182101"
"andhra-pradesh","530016","2021","3",NULL,"247","181981"
"gujarat","382415","2021","4",NULL,"187","181874"
"gujarat","380008","2021","4",NULL,"203","181475"
"chhattisgarh","492013","2022","1",NULL,"134","181324"
"ladakh","194104","2024","2",NULL,"86","181186"
"puducherry","605004","2024","3",NULL,"109","181091"
"puducherry","605009","2023","2",NULL,"102","180860"
"telangana","502032","2020","4",NULL,"260","180792"
"puducherry","605010","2024","1",NULL,"140","180643"
"chhattisgarh","490006","2021","4",NULL,"111","180536"
"puducherry","605107","2023","1",NULL,"128","180433"
"maharashtra","411041","2020","3",NULL,"766","180197"
"ladakh","194101","2023","2",NULL,"64","180037"
"uttarakhand","248121","2022","2",NULL,"118","179634"
"delhi","110042","2020","4",NULL,"204","179595"
"himachal-pradesh","176061","2024","2",NULL,"93","179434"
"assam","781001","2022","2",NULL,"129","178912"
"goa","403801","2023","1",NULL,"135","178910"
"dadra-&-nagar-haveli-&-daman-&-diu","396193","2024","4",NULL,"146","178879"
"west-bengal","700019","2021","3",NULL,"354","178872"
"jammu-&-kashmir","192301","2022","1",NULL,"136","178613"
"uttarakhand","249403","2021","3",NULL,"201","178179"
"himachal-pradesh","174101","2022","1",NULL,"101","177982"
"uttarakhand","249403","2021","4",NULL,"195","177771"
"chandigarh","160003","2024","2",NULL,"93","177676"
"goa","403516","2023","3",NULL,"125","177666"
"madhya-pradesh","456006","2022","2",NULL,"156","177366"
"arunachal-pradesh","790104","2024","4",NULL,"49","177085"
"chandigarh","160022","2023","1",NULL,"89","177081"
"rajasthan","311001","2021","2",NULL,"264","176988"
"goa","403801","2023","2",NULL,"156","176801"
"jammu-&-kashmir","180012","2023","1",NULL,"100","176781"
"tamil-nadu","600099","2021","3",NULL,"183","176463"
"haryana","122006","2021","1",NULL,"309","176327"
"jammu-&-kashmir","180001","2023","1",NULL,"127","176240"
"delhi","110006","2021","1",NULL,"287","176150"
"west-bengal","700078","2021","3",NULL,"359","175842"
"jharkhand","832110","2022","2",NULL,"153","175793"
"jharkhand","834008","2022","2",NULL,"148","175465"
"chhattisgarh","492001","2021","3",NULL,"284","175174"
"madhya-pradesh","482001","2021","4",NULL,"164","175088"
"chandigarh","160014","2023","3",NULL,"121","174875"
"jharkhand","834005","2022","2",NULL,"145","174665"
"telangana","505001","2020","4",NULL,"392","174633"
"rajasthan","302021","2021","3",NULL,"218","174625"
"punjab","141001","2022","3",NULL,"173","174596"
"goa","403507","2022","1",NULL,"132","174418"
"maharashtra","411046","2021","1",NULL,"370","174139"
"jammu-&-kashmir","182204","2024","2",NULL,"100","172875"
"arunachal-pradesh","791113","2023","2",NULL,"48","172799"
"arunachal-pradesh","791110","2023","1",NULL,"74","172651"
"punjab","143001","2021","3",NULL,"238","172614"
"sikkim","737101","2024","4",NULL,"94","172470"
"chhattisgarh","494001","2021","4",NULL,"115","172365"
"sikkim","737101","2022","1",NULL,"60","172245"
"andhra-pradesh","517501","2020","3",NULL,"777","172113"
"chhattisgarh","491441","2022","2",NULL,"123","172090"
"meghalaya","794001","2024","3",NULL,"76","171698"
"arunachal-pradesh","791102","2024","1",NULL,"76","171426"
"gujarat","395010","2021","2",NULL,"266","171425"
"chandigarh","160047","2022","4",NULL,"127","171399"
"meghalaya","794001","2023","4",NULL,"63","171264"
"jharkhand","831012","2022","2",NULL,"160","171246"
"west-bengal","700046","2021","4",NULL,"232","171166"
"rajasthan","301001","2021","2",NULL,"217","171163"
"arunachal-pradesh","791110","2024","3",NULL,"84","171154"
"rajasthan","301001","2021","3",NULL,"236","171137"
"uttarakhand","246149","2021","4",NULL,"116","171124"
"uttar-pradesh","201318","2020","4",NULL,"202","171082"
"uttar-pradesh","201318","2021","1",NULL,"299","171081"
"assam","786001","2022","1",NULL,"151","170998"
"chhattisgarh","492001","2021","2",NULL,"292","170890"
"jammu-&-kashmir","180003","2023","2",NULL,"103","170832"
"puducherry","605009","2022","4",NULL,"158","170559"
"chandigarh","160101","2022","1",NULL,"120","170516"
"puducherry","605107","2023","2",NULL,"98","170490"
"gujarat","396191","2021","3",NULL,"171","170283"
"jammu-&-kashmir","180001","2022","3",NULL,"131","170257"
"jammu-&-kashmir","181133","2022","4",NULL,"106","170134"
"jammu-&-kashmir","190007","2023","3",NULL,"91","170104"
"uttarakhand","248001","2020","4",NULL,"148","170094"
"rajasthan","301019","2021","3",NULL,"191","169895"
"uttarakhand","244713","2021","3",NULL,"143","169789"
"nagaland","797112","2023","2",NULL,"94","169731"
"andhra-pradesh","517507","2021","1",NULL,"215","169433"
"arunachal-pradesh","791111","2022","4",NULL,"86","169298"
"jharkhand","832108","2022","2",NULL,"146","169119"
"uttar-pradesh","247001","2021","1",NULL,"225","169109"
"ladakh","194104","2023","3",NULL,"47","169061"
"goa","403001","2022","1",NULL,"154","168984"
"telangana","500018","2020","4",NULL,"332","168924"
"odisha","751002","2021","4",NULL,"121","168821"
"andaman-&-nicobar-islands","744103","2021","4",NULL,"133","168668"
"west-bengal","700020","2021","1",NULL,"195","168615"
"puducherry","605009","2024","2",NULL,"131","168603"
"karnataka","560068","2020","2",NULL,"1076","168415"
"andhra-pradesh","515001","2021","2",NULL,"271","168382"
"telangana","506011","2021","1",NULL,"330","168168"
"jharkhand","835302","2022","3",NULL,"261","168152"
"jammu-&-kashmir","181133","2023","2",NULL,"124","167980"
"himachal-pradesh","177001","2023","4",NULL,"79","167632"
"jammu-&-kashmir","180020","2022","4",NULL,"114","167603"
"puducherry","605009","2022","3",NULL,"128","166996"
"puducherry","605013","2023","4",NULL,"130","166850"
"chandigarh","160030","2022","4",NULL,"88","166835"
"puducherry","605110","2022","3",NULL,"151","166796"
"himachal-pradesh","176310","2024","4",NULL,"88","166694"
"himachal-pradesh","176310","2024","2",NULL,"99","166669"
"delhi","110096","2020","4",NULL,"237","166477"
"tripura","799001","2022","4",NULL,"138","166359"
"goa","403521","2023","2",NULL,"141","166139"
"uttarakhand","263153","2021","3",NULL,"179","165993"
"jammu-&-kashmir","192301","2022","2",NULL,"106","165963"
"punjab","151005","2021","4",NULL,"155","165702"
"jammu-&-kashmir","193504","2021","1",NULL,"115","165665"
"andhra-pradesh","524004","2020","3",NULL,"795","165322"
"himachal-pradesh","175131","2024","4",NULL,"92","165164"
"tamil-nadu","635126","2021","3",NULL,"199","165032"
"arunachal-pradesh","791113","2023","4",NULL,"60","164868"
"chandigarh","160002","2022","1",NULL,"108","164789"
"goa","403710","2024","4",NULL,"155","164681"
"haryana","122006","2020","4",NULL,"243","164637"
"jammu-&-kashmir","180001","2023","3",NULL,"121","164546"
"tripura","799003","2023","4",NULL,"146","164527"
"chandigarh","160030","2023","2",NULL,"122","164403"
"dadra-&-nagar-haveli-&-daman-&-diu","396215","2023","3",NULL,"107","164338"
"puducherry","605010","2023","2",NULL,"89","163818"
"madhya-pradesh","452007","2021","4",NULL,"163","163807"
"andaman-&-nicobar-islands","744101","2022","4",NULL,"146","163498"
"puducherry","609602","2023","4",NULL,"116","163177"
"puducherry","605009","2023","1",NULL,"120","163173"
"dadra-&-nagar-haveli-&-daman-&-diu","396215","2022","4",NULL,"86","163161"
"puducherry","609602","2024","4",NULL,"138","163124"
"rajasthan","302012","2020","4",NULL,"291","162983"
"himachal-pradesh","176052","2023","4",NULL,"90","162869"
"chandigarh","160014","2024","1",NULL,"110","162345"
"uttarakhand","248171","2022","1",NULL,"114","162247"
"jammu-&-kashmir","180002","2024","2",NULL,"110","162159"
"goa","403802","2022","3",NULL,"172","162127"
"dadra-&-nagar-haveli-&-daman-&-diu","396235","2023","3",NULL,"139","161985"
"assam","783380","2021","4",NULL,"95","161876"
"karnataka","560091","2020","3",NULL,"768","161814"
"bihar","800020","2021","1",NULL,"286","161357"
"andhra-pradesh","516001","2020","3",NULL,"746","161284"
"andaman-&-nicobar-islands","744102","2023","4",NULL,"121","161224"
"chandigarh","160019","2024","3",NULL,"93","160912"
"dadra-&-nagar-haveli-&-daman-&-diu","396235","2022","3",NULL,"134","160771"
"dadra-&-nagar-haveli-&-daman-&-diu","396235","2023","1",NULL,"139","160541"
"goa","403401","2021","4",NULL,"116","160474"
"goa","403521","2023","1",NULL,"124","160349"
"rajasthan","302020","2021","2",NULL,"243","160131"
"uttarakhand","263139","2021","2",NULL,"116","160087"
"nagaland","797112","2022","4",NULL,"111","160079"
"jammu-&-kashmir","180012","2022","4",NULL,"97","160047"
"chandigarh","160015","2024","3",NULL,"82","159940"
"jammu-&-kashmir","190001","2022","4",NULL,"105","159646"
"karnataka","560058","2020","3",NULL,"802","159563"
"puducherry","605004","2022","1",NULL,"139","159538"
"chhattisgarh","496440","2022","3",NULL,"161","159525"
"puducherry","605001","2022","3",NULL,"117","159472"
"jammu-&-kashmir","180003","2022","3",NULL,"132","159457"
"uttar-pradesh","201014","2020","4",NULL,"191","159267"
"ladakh","194104","2024","3",NULL,"79","158932"
"goa","403512","2022","4",NULL,"104","158913"
"karnataka","560100","2020","3",NULL,"765","158888"
"chhattisgarh","491001","2021","4",NULL,"114","158882"
"chhattisgarh","492009","2022","1",NULL,"155","158793"
"meghalaya","794001","2024","1",NULL,"61","158554"
"maharashtra","422009","2020","3",NULL,"644","158475"
"madhya-pradesh","452016","2021","3",NULL,"159","158420"
"goa","403722","2022","2",NULL,"127","158173"
"madhya-pradesh","452010","2021","3",NULL,"262","158149"
"chhattisgarh","492009","2022","2",NULL,"150","157933"
"tripura","799001","2024","4",NULL,"110","157885"
"puducherry","605013","2024","4",NULL,"104","157876"
"west-bengal","712223","2021","3",NULL,"375","157798"
"rajasthan","302017","2021","3",NULL,"232","157578"
"puducherry","673310","2024","3",NULL,"103","157491"
"tamil-nadu","600100","2021","1",NULL,"153","157286"
"himachal-pradesh","173001","2024","2",NULL,"65","157122"
"puducherry","605010","2024","2",NULL,"126","157073"
"tamil-nadu","600106","2021","3",NULL,"198","156947"
"andaman-&-nicobar-islands","744103","2022","2",NULL,"97","156861"
"tripura","799003","2022","3",NULL,"134","156745"
"jammu-&-kashmir","181133","2023","3",NULL,"104","156733"
"goa","403801","2022","2",NULL,"137","156676"
"rajasthan","302006","2021","3",NULL,"184","156594"
"chhattisgarh","493221","2022","3",NULL,"165","156533"
"karnataka","560085","2020","3",NULL,"712","156512"
"chandigarh","160022","2022","2",NULL,"115","156469"
"madhya-pradesh","457001","2021","2",NULL,"182","156427"
"odisha","751006","2022","1",NULL,"157","156119"
"andhra-pradesh","530016","2020","3",NULL,"661","156016"
"haryana","122002","2021","1",NULL,"252","156010"
"puducherry","605007","2023","3",NULL,"111","155918"
"karnataka","560037","2020","2",NULL,"1034","155914"
"puducherry","605010","2023","1",NULL,"104","155899"
"ladakh","194101","2023","3",NULL,"56","155885"
"punjab","144003","2023","2",NULL,"268","155785"
"himachal-pradesh","174303","2024","1",NULL,"71","155628"
"himachal-pradesh","177001","2024","3",NULL,"90","155610"
"odisha","751013","2022","2",NULL,"144","155547"
"puducherry","605013","2024","3",NULL,"110","155410"
"maharashtra","410206","2020","3",NULL,"616","155290"
"jammu-&-kashmir","180011","2023","3",NULL,"92","155255"
"chandigarh","160015","2024","1",NULL,"68","155186"
"west-bengal","711202","2021","4",NULL,"182","154996"
"puducherry","605009","2022","2",NULL,"83","154958"
"puducherry","609602","2022","4",NULL,"133","154944"
"puducherry","605004","2024","4",NULL,"120","154758"
"andhra-pradesh","524004","2021","3",NULL,"230","154696"
"tripura","799006","2024","1",NULL,"123","154674"
"tamil-nadu","600002","2021","3",NULL,"172","154620"
"odisha","751006","2021","2",NULL,"125","154589"
"jharkhand","834005","2021","4",NULL,"146","154409"
"rajasthan","302029","2021","3",NULL,"186","154233"
"uttar-pradesh","201304","2021","1",NULL,"271","154232"
"chandigarh","160019","2023","2",NULL,"65","154114"
"gujarat","394210","2021","2",NULL,"283","154102"
"punjab","148002","2022","4",NULL,"174","153960"
"telangana","500016","2021","1",NULL,"315","153952"
"telangana","506002","2020","4",NULL,"293","153947"
"uttarakhand","244713","2021","1",NULL,"109","153794"
"sikkim","737102","2024","2",NULL,"88","153474"
"arunachal-pradesh","791110","2022","4",NULL,"80","153335"
"uttar-pradesh","272001","2021","3",NULL,"363","153330"
"jammu-&-kashmir","181133","2023","1",NULL,"78","153260"
"himachal-pradesh","176001","2024","1",NULL,"90","153019"
"jammu-&-kashmir","182101","2022","2",NULL,"112","153014"
"jammu-&-kashmir","181221","2023","1",NULL,"82","152966"
"chhattisgarh","490023","2022","1",NULL,"121","152919"
"assam","781038","2022","2",NULL,"115","152833"
"telangana","500039","2021","1",NULL,"378","152725"
"jammu-&-kashmir","180001","2022","2",NULL,"113","152646"
"tripura","799003","2023","2",NULL,"113","152484"
"jammu-&-kashmir","190011","2023","2",NULL,"79","152324"
